X-axis,Y-axis
0.000000,0.000000
0.200803,0.000000
0.401606,0.000000
0.602410,0.000000
0.803213,0.000000
1.004016,0.000000
1.204819,0.000000
1.405622,0.000000
1.606426,0.000000
1.807229,0.000000
2.008032,0.000000
2.208835,0.000000
2.409639,0.000000
2.610442,0.000000
2.811245,0.000000
3.012048,0.000000
3.212851,0.000000
3.413655,0.000000
3.614458,0.000000
3.815261,0.000000
4.016064,0.000000
4.216867,0.000000
4.417671,0.000000
4.618474,0.000000
4.819277,0.000000
5.020080,0.000000
5.220884,0.000000
5.421687,0.000000
5.622490,0.000000
5.823293,0.000000
6.024096,0.000000
6.224900,0.000000
6.425703,0.000000
6.626506,0.000000
6.827309,0.000000
7.028112,0.000000
7.228916,0.000000
7.429719,0.000000
7.630522,0.000000
7.831325,0.000000
8.032129,0.000000
8.232932,0.000000
8.433735,0.000000
8.634538,0.000000
8.835341,0.000000
9.036145,0.000000
9.236948,0.000000
9.437751,0.000000
9.638554,0.000000
9.839357,0.000000
10.040161,0.000000
10.240964,0.000000
10.441767,0.000000
10.642570,0.000000
10.843373,0.000000
11.044177,0.000000
11.244980,0.000000
11.445783,0.000000
11.646586,0.000000
11.847390,0.000000
12.048193,0.000000
12.248996,0.000000
12.449799,0.000000
12.650602,0.000000
12.851406,0.000000
13.052209,0.000000
13.253012,0.000000
13.453815,0.000000
13.654618,0.000000
13.855422,0.000000
14.056225,0.000000
14.257028,0.000000
14.457831,0.000000
14.658635,0.000000
14.859438,0.000000
15.060241,0.000000
15.261044,0.000000
15.461847,0.000000
15.662651,0.000000
15.863454,0.000000
16.064257,0.000000
16.265060,0.000000
16.465863,0.000000
16.666667,0.000000
16.867470,0.000000
17.068273,0.000000
17.269076,0.000000
17.469880,0.000000
17.670683,0.000000
17.871486,0.000000
18.072289,0.000000
18.273092,0.000000
18.473896,0.000000
18.674699,0.000000
18.875502,0.000000
19.076305,0.000000
19.277108,0.000000
19.477912,0.000000
19.678715,0.000000
19.879518,0.000000
20.080321,0.000000
20.281124,0.000000
20.481928,0.000000
20.682731,0.000000
20.883534,0.000000
21.084337,0.000000
21.285141,0.000000
21.485944,0.000000
21.686747,0.000000
21.887550,0.000000
22.088353,0.000000
22.289157,0.000000
22.489960,0.000000
22.690763,0.000000
22.891566,0.000000
23.092369,0.000000
23.293173,0.000000
23.493976,0.000000
23.694779,0.000000
23.895582,0.000000
24.096386,0.000000
24.297189,0.000000
24.497992,0.000000
24.698795,0.000000
24.899598,0.000000
25.100402,0.000000
25.301205,0.000000
25.502008,0.000000
25.702811,0.000000
25.903614,0.000000
26.104418,0.000000
26.305221,0.000000
26.506024,0.000000
26.706827,0.000000
26.907631,0.000000
27.108434,0.000000
27.309237,0.000000
27.510040,0.000000
27.710843,0.000000
27.911647,0.000000
28.112450,0.000000
28.313253,0.000000
28.514056,0.000000
28.714859,0.000000
28.915663,0.000000
29.116466,0.000000
29.317269,0.000000
29.518072,0.000000
29.718876,0.000000
29.919679,0.000000
30.120482,0.000000
30.321285,0.000000
30.522088,0.000000
30.722892,0.000000
30.923695,0.000000
31.124498,0.000000
31.325301,0.000000
31.526104,0.000000
31.726908,0.000000
31.927711,0.000000
32.128514,0.000000
32.329317,0.000000
32.530120,0.000000
32.730924,0.000000
32.931727,0.000000
33.132530,0.000000
33.333333,0.000000
33.534137,0.000000
33.734940,0.000000
33.935743,0.000000
34.136546,0.000000
34.337349,0.000000
34.538153,0.000000
34.738956,0.000000
34.939759,0.000000
35.140562,0.000000
35.341365,0.000000
35.542169,0.000000
35.742972,0.000000
35.943775,0.000000
36.144578,0.000000
36.345382,0.000000
36.546185,0.000000
36.746988,0.000000
36.947791,0.000000
37.148594,0.000000
37.349398,0.000000
37.550201,0.000000
37.751004,0.000000
37.951807,0.000000
38.152610,0.000000
38.353414,0.000000
38.554217,0.000000
38.755020,0.000000
38.955823,0.000000
39.156627,0.000000
39.357430,0.000000
39.558233,0.000000
39.759036,0.000000
39.959839,0.000000
40.160643,0.000000
40.361446,0.000000
40.562249,0.000000
40.763052,0.000000
40.963855,0.000000
41.164659,0.000000
41.365462,0.000000
41.566265,0.000000
41.767068,0.000000
41.967871,0.000000
42.168675,0.000000
42.369478,0.000000
42.570281,0.000000
42.771084,0.000000
42.971888,0.000000
43.172691,0.000000
43.373494,0.000000
43.574297,0.000000
43.775100,0.000000
43.975904,0.000000
44.176707,0.000000
44.377510,0.000000
44.578313,0.000000
44.779116,0.000000
44.979920,0.000000
45.180723,0.000000
45.381526,0.000000
45.582329,0.000000
45.783133,0.000000
45.983936,0.000000
46.184739,0.000000
46.385542,0.000000
46.586345,0.000000
46.787149,0.000000
46.987952,0.000000
47.188755,0.000000
47.389558,0.000000
47.590361,0.000000
47.791165,0.000000
47.991968,0.000000
48.192771,0.000000
48.393574,0.000000
48.594378,0.000000
48.795181,0.000000
48.995984,0.000000
49.196787,0.000000
49.397590,0.000000
49.598394,0.000000
49.799197,0.000000
50.000000,0.000000
50.000000,0.200803
50.000000,0.401606
50.000000,0.602410
50.000000,0.803213
50.000000,1.004016
50.000000,1.204819
50.000000,1.405622
50.000000,1.606426
50.000000,1.807229
50.000000,2.008032
50.000000,2.208835
50.000000,2.409639
50.000000,2.610442
50.000000,2.811245
50.000000,3.012048
50.000000,3.212851
50.000000,3.413655
50.000000,3.614458
50.000000,3.815261
50.000000,4.016064
50.000000,4.216867
50.000000,4.417671
50.000000,4.618474
50.000000,4.819277
50.000000,5.020080
50.000000,5.220884
50.000000,5.421687
50.000000,5.622490
50.000000,5.823293
50.000000,6.024096
50.000000,6.224900
50.000000,6.425703
50.000000,6.626506
50.000000,6.827309
50.000000,7.028112
50.000000,7.228916
50.000000,7.429719
50.000000,7.630522
50.000000,7.831325
50.000000,8.032129
50.000000,8.232932
50.000000,8.433735
50.000000,8.634538
50.000000,8.835341
50.000000,9.036145
50.000000,9.236948
50.000000,9.437751
50.000000,9.638554
50.000000,9.839357
50.000000,10.040161
50.000000,10.240964
50.000000,10.441767
50.000000,10.642570
50.000000,10.843373
50.000000,11.044177
50.000000,11.244980
50.000000,11.445783
50.000000,11.646586
50.000000,11.847390
50.000000,12.048193
50.000000,12.248996
50.000000,12.449799
50.000000,12.650602
50.000000,12.851406
50.000000,13.052209
50.000000,13.253012
50.000000,13.453815
50.000000,13.654618
50.000000,13.855422
50.000000,14.056225
50.000000,14.257028
50.000000,14.457831
50.000000,14.658635
50.000000,14.859438
50.000000,15.060241
50.000000,15.261044
50.000000,15.461847
50.000000,15.662651
50.000000,15.863454
50.000000,16.064257
50.000000,16.265060
50.000000,16.465863
50.000000,16.666667
50.000000,16.867470
50.000000,17.068273
50.000000,17.269076
50.000000,17.469880
50.000000,17.670683
50.000000,17.871486
50.000000,18.072289
50.000000,18.273092
50.000000,18.473896
50.000000,18.674699
50.000000,18.875502
50.000000,19.076305
50.000000,19.277108
50.000000,19.477912
50.000000,19.678715
50.000000,19.879518
50.000000,20.080321
50.000000,20.281124
50.000000,20.481928
50.000000,20.682731
50.000000,20.883534
50.000000,21.084337
50.000000,21.285141
50.000000,21.485944
50.000000,21.686747
50.000000,21.887550
50.000000,22.088353
50.000000,22.289157
50.000000,22.489960
50.000000,22.690763
50.000000,22.891566
50.000000,23.092369
50.000000,23.293173
50.000000,23.493976
50.000000,23.694779
50.000000,23.895582
50.000000,24.096386
50.000000,24.297189
50.000000,24.497992
50.000000,24.698795
50.000000,24.899598
50.000000,25.100402
50.000000,25.301205
50.000000,25.502008
50.000000,25.702811
50.000000,25.903614
50.000000,26.104418
50.000000,26.305221
50.000000,26.506024
50.000000,26.706827
50.000000,26.907631
50.000000,27.108434
50.000000,27.309237
50.000000,27.510040
50.000000,27.710843
50.000000,27.911647
50.000000,28.112450
50.000000,28.313253
50.000000,28.514056
50.000000,28.714859
50.000000,28.915663
50.000000,29.116466
50.000000,29.317269
50.000000,29.518072
50.000000,29.718876
50.000000,29.919679
50.000000,30.120482
50.000000,30.321285
50.000000,30.522088
50.000000,30.722892
50.000000,30.923695
50.000000,31.124498
50.000000,31.325301
50.000000,31.526104
50.000000,31.726908
50.000000,31.927711
50.000000,32.128514
50.000000,32.329317
50.000000,32.530120
50.000000,32.730924
50.000000,32.931727
50.000000,33.132530
50.000000,33.333333
50.000000,33.534137
50.000000,33.734940
50.000000,33.935743
50.000000,34.136546
50.000000,34.337349
50.000000,34.538153
50.000000,34.738956
50.000000,34.939759
50.000000,35.140562
50.000000,35.341365
50.000000,35.542169
50.000000,35.742972
50.000000,35.943775
50.000000,36.144578
50.000000,36.345382
50.000000,36.546185
50.000000,36.746988
50.000000,36.947791
50.000000,37.148594
50.000000,37.349398
50.000000,37.550201
50.000000,37.751004
50.000000,37.951807
50.000000,38.152610
50.000000,38.353414
50.000000,38.554217
50.000000,38.755020
50.000000,38.955823
50.000000,39.156627
50.000000,39.357430
50.000000,39.558233
50.000000,39.759036
50.000000,39.959839
50.000000,40.160643
50.000000,40.361446
50.000000,40.562249
50.000000,40.763052
50.000000,40.963855
50.000000,41.164659
50.000000,41.365462
50.000000,41.566265
50.000000,41.767068
50.000000,41.967871
50.000000,42.168675
50.000000,42.369478
50.000000,42.570281
50.000000,42.771084
50.000000,42.971888
50.000000,43.172691
50.000000,43.373494
50.000000,43.574297
50.000000,43.775100
50.000000,43.975904
50.000000,44.176707
50.000000,44.377510
50.000000,44.578313
50.000000,44.779116
50.000000,44.979920
50.000000,45.180723
50.000000,45.381526
50.000000,45.582329
50.000000,45.783133
50.000000,45.983936
50.000000,46.184739
50.000000,46.385542
50.000000,46.586345
50.000000,46.787149
50.000000,46.987952
50.000000,47.188755
50.000000,47.389558
50.000000,47.590361
50.000000,47.791165
50.000000,47.991968
50.000000,48.192771
50.000000,48.393574
50.000000,48.594378
50.000000,48.795181
50.000000,48.995984
50.000000,49.196787
50.000000,49.397590
50.000000,49.598394
50.000000,49.799197
50.000000,50.000000
49.799197,50.000000
49.598394,50.000000
49.397590,50.000000
49.196787,50.000000
48.995984,50.000000
48.795181,50.000000
48.594378,50.000000
48.393574,50.000000
48.192771,50.000000
47.991968,50.000000
47.791165,50.000000
47.590361,50.000000
47.389558,50.000000
47.188755,50.000000
46.987952,50.000000
46.787149,50.000000
46.586345,50.000000
46.385542,50.000000
46.184739,50.000000
45.983936,50.000000
45.783133,50.000000
45.582329,50.000000
45.381526,50.000000
45.180723,50.000000
44.979920,50.000000
44.779116,50.000000
44.578313,50.000000
44.377510,50.000000
44.176707,50.000000
43.975904,50.000000
43.775100,50.000000
43.574297,50.000000
43.373494,50.000000
43.172691,50.000000
42.971888,50.000000
42.771084,50.000000
42.570281,50.000000
42.369478,50.000000
42.168675,50.000000
41.967871,50.000000
41.767068,50.000000
41.566265,50.000000
41.365462,50.000000
41.164659,50.000000
40.963855,50.000000
40.763052,50.000000
40.562249,50.000000
40.361446,50.000000
40.160643,50.000000
39.959839,50.000000
39.759036,50.000000
39.558233,50.000000
39.357430,50.000000
39.156627,50.000000
38.955823,50.000000
38.755020,50.000000
38.554217,50.000000
38.353414,50.000000
38.152610,50.000000
37.951807,50.000000
37.751004,50.000000
37.550201,50.000000
37.349398,50.000000
37.148594,50.000000
36.947791,50.000000
36.746988,50.000000
36.546185,50.000000
36.345382,50.000000
36.144578,50.000000
35.943775,50.000000
35.742972,50.000000
35.542169,50.000000
35.341365,50.000000
35.140562,50.000000
34.939759,50.000000
34.738956,50.000000
34.538153,50.000000
34.337349,50.000000
34.136546,50.000000
33.935743,50.000000
33.734940,50.000000
33.534137,50.000000
33.333333,50.000000
33.132530,50.000000
32.931727,50.000000
32.730924,50.000000
32.530120,50.000000
32.329317,50.000000
32.128514,50.000000
31.927711,50.000000
31.726908,50.000000
31.526104,50.000000
31.325301,50.000000
31.124498,50.000000
30.923695,50.000000
30.722892,50.000000
30.522088,50.000000
30.321285,50.000000
30.120482,50.000000
29.919679,50.000000
29.718876,50.000000
29.518072,50.000000
29.317269,50.000000
29.116466,50.000000
28.915663,50.000000
28.714859,50.000000
28.514056,50.000000
28.313253,50.000000
28.112450,50.000000
27.911647,50.000000
27.710843,50.000000
27.510040,50.000000
27.309237,50.000000
27.108434,50.000000
26.907631,50.000000
26.706827,50.000000
26.506024,50.000000
26.305221,50.000000
26.104418,50.000000
25.903614,50.000000
25.702811,50.000000
25.502008,50.000000
25.301205,50.000000
25.100402,50.000000
24.899598,50.000000
24.698795,50.000000
24.497992,50.000000
24.297189,50.000000
24.096386,50.000000
23.895582,50.000000
23.694779,50.000000
23.493976,50.000000
23.293173,50.000000
23.092369,50.000000
22.891566,50.000000
22.690763,50.000000
22.489960,50.000000
22.289157,50.000000
22.088353,50.000000
21.887550,50.000000
21.686747,50.000000
21.485944,50.000000
21.285141,50.000000
21.084337,50.000000
20.883534,50.000000
20.682731,50.000000
20.481928,50.000000
20.281124,50.000000
20.080321,50.000000
19.879518,50.000000
19.678715,50.000000
19.477912,50.000000
19.277108,50.000000
19.076305,50.000000
18.875502,50.000000
18.674699,50.000000
18.473896,50.000000
18.273092,50.000000
18.072289,50.000000
17.871486,50.000000
17.670683,50.000000
17.469880,50.000000
17.269076,50.000000
17.068273,50.000000
16.867470,50.000000
16.666667,50.000000
16.465863,50.000000
16.265060,50.000000
16.064257,50.000000
15.863454,50.000000
15.662651,50.000000
15.461847,50.000000
15.261044,50.000000
15.060241,50.000000
14.859438,50.000000
14.658635,50.000000
14.457831,50.000000
14.257028,50.000000
14.056225,50.000000
13.855422,50.000000
13.654618,50.000000
13.453815,50.000000
13.253012,50.000000
13.052209,50.000000
12.851406,50.000000
12.650602,50.000000
12.449799,50.000000
12.248996,50.000000
12.048193,50.000000
11.847390,50.000000
11.646586,50.000000
11.445783,50.000000
11.244980,50.000000
11.044177,50.000000
10.843373,50.000000
10.642570,50.000000
10.441767,50.000000
10.240964,50.000000
10.040161,50.000000
9.839357,50.000000
9.638554,50.000000
9.437751,50.000000
9.236948,50.000000
9.036145,50.000000
8.835341,50.000000
8.634538,50.000000
8.433735,50.000000
8.232932,50.000000
8.032129,50.000000
7.831325,50.000000
7.630522,50.000000
7.429719,50.000000
7.228916,50.000000
7.028112,50.000000
6.827309,50.000000
6.626506,50.000000
6.425703,50.000000
6.224900,50.000000
6.024096,50.000000
5.823293,50.000000
5.622490,50.000000
5.421687,50.000000
5.220884,50.000000
5.020080,50.000000
4.819277,50.000000
4.618474,50.000000
4.417671,50.000000
4.216867,50.000000
4.016064,50.000000
3.815261,50.000000
3.614458,50.000000
3.413655,50.000000
3.212851,50.000000
3.012048,50.000000
2.811245,50.000000
2.610442,50.000000
2.409639,50.000000
2.208835,50.000000
2.008032,50.000000
1.807229,50.000000
1.606426,50.000000
1.405622,50.000000
1.204819,50.000000
1.004016,50.000000
0.803213,50.000000
0.602410,50.000000
0.401606,50.000000
0.200803,50.000000
0.000000,50.000000
0.000000,49.799197
0.000000,49.598394
0.000000,49.397590
0.000000,49.196787
0.000000,48.995984
0.000000,48.795181
0.000000,48.594378
0.000000,48.393574
0.000000,48.192771
0.000000,47.991968
0.000000,47.791165
0.000000,47.590361
0.000000,47.389558
0.000000,47.188755
0.000000,46.987952
0.000000,46.787149
0.000000,46.586345
0.000000,46.385542
0.000000,46.184739
0.000000,45.983936
0.000000,45.783133
0.000000,45.582329
0.000000,45.381526
0.000000,45.180723
0.000000,44.979920
0.000000,44.779116
0.000000,44.578313
0.000000,44.377510
0.000000,44.176707
0.000000,43.975904
0.000000,43.775100
0.000000,43.574297
0.000000,43.373494
0.000000,43.172691
0.000000,42.971888
0.000000,42.771084
0.000000,42.570281
0.000000,42.369478
0.000000,42.168675
0.000000,41.967871
0.000000,41.767068
0.000000,41.566265
0.000000,41.365462
0.000000,41.164659
0.000000,40.963855
0.000000,40.763052
0.000000,40.562249
0.000000,40.361446
0.000000,40.160643
0.000000,39.959839
0.000000,39.759036
0.000000,39.558233
0.000000,39.357430
0.000000,39.156627
0.000000,38.955823
0.000000,38.755020
0.000000,38.554217
0.000000,38.353414
0.000000,38.152610
0.000000,37.951807
0.000000,37.751004
0.000000,37.550201
0.000000,37.349398
0.000000,37.148594
0.000000,36.947791
0.000000,36.746988
0.000000,36.546185
0.000000,36.345382
0.000000,36.144578
0.000000,35.943775
0.000000,35.742972
0.000000,35.542169
0.000000,35.341365
0.000000,35.140562
0.000000,34.939759
0.000000,34.738956
0.000000,34.538153
0.000000,34.337349
0.000000,34.136546
0.000000,33.935743
0.000000,33.734940
0.000000,33.534137
0.000000,33.333333
0.000000,33.132530
0.000000,32.931727
0.000000,32.730924
0.000000,32.530120
0.000000,32.329317
0.000000,32.128514
0.000000,31.927711
0.000000,31.726908
0.000000,31.526104
0.000000,31.325301
0.000000,31.124498
0.000000,30.923695
0.000000,30.722892
0.000000,30.522088
0.000000,30.321285
0.000000,30.120482
0.000000,29.919679
0.000000,29.718876
0.000000,29.518072
0.000000,29.317269
0.000000,29.116466
0.000000,28.915663
0.000000,28.714859
0.000000,28.514056
0.000000,28.313253
0.000000,28.112450
0.000000,27.911647
0.000000,27.710843
0.000000,27.510040
0.000000,27.309237
0.000000,27.108434
0.000000,26.907631
0.000000,26.706827
0.000000,26.506024
0.000000,26.305221
0.000000,26.104418
0.000000,25.903614
0.000000,25.702811
0.000000,25.502008
0.000000,25.301205
0.000000,25.100402
0.000000,24.899598
0.000000,24.698795
0.000000,24.497992
0.000000,24.297189
0.000000,24.096386
0.000000,23.895582
0.000000,23.694779
0.000000,23.493976
0.000000,23.293173
0.000000,23.092369
0.000000,22.891566
0.000000,22.690763
0.000000,22.489960
0.000000,22.289157
0.000000,22.088353
0.000000,21.887550
0.000000,21.686747
0.000000,21.485944
0.000000,21.285141
0.000000,21.084337
0.000000,20.883534
0.000000,20.682731
0.000000,20.481928
0.000000,20.281124
0.000000,20.080321
0.000000,19.879518
0.000000,19.678715
0.000000,19.477912
0.000000,19.277108
0.000000,19.076305
0.000000,18.875502
0.000000,18.674699
0.000000,18.473896
0.000000,18.273092
0.000000,18.072289
0.000000,17.871486
0.000000,17.670683
0.000000,17.469880
0.000000,17.269076
0.000000,17.068273
0.000000,16.867470
0.000000,16.666667
0.000000,16.465863
0.000000,16.265060
0.000000,16.064257
0.000000,15.863454
0.000000,15.662651
0.000000,15.461847
0.000000,15.261044
0.000000,15.060241
0.000000,14.859438
0.000000,14.658635
0.000000,14.457831
0.000000,14.257028
0.000000,14.056225
0.000000,13.855422
0.000000,13.654618
0.000000,13.453815
0.000000,13.253012
0.000000,13.052209
0.000000,12.851406
0.000000,12.650602
0.000000,12.449799
0.000000,12.248996
0.000000,12.048193
0.000000,11.847390
0.000000,11.646586
0.000000,11.445783
0.000000,11.244980
0.000000,11.044177
0.000000,10.843373
0.000000,10.642570
0.000000,10.441767
0.000000,10.240964
0.000000,10.040161
0.000000,9.839357
0.000000,9.638554